Account ID;Customer Name;Account Type;Branch;Transaction Type;Transaction Amount;Account Balance;Currency
ACC07208;Tammy Brown;Current;Houston;Debit;185,51;81831,87;USD
ACC07209;Janice Shelton;Fixed Deposit;Philadelphia;Credit;4257,28;38958,34;JPY
ACC07210;Sarah Abbott;Savings;Houston;Debit;3036,52;7274,61;USD
ACC07211;Mrs. Tonya Olson;Current;Los Angeles;Credit;2615,79;18000,53;INR
ACC07212;Bethany King;Savings;San Diego;Credit;3622,75;51908,42;USD
ACC07213;Eric Coleman;Current;Phoenix;Credit;4939,99;70670,42;USD
ACC07214;Jacqueline Walters;Fixed Deposit;Houston;Credit;4306,49;53745,89;INR
ACC07215;Jason Bray;Savings;Phoenix;Credit;4248,34;78415,68;USD
ACC07216;Tammy Castro;Fixed Deposit;Phoenix;Debit;4807,91;7589,89;JPY
ACC07217;Colton Turner;Recurring Deposit;Philadelphia;Credit;660,35;1160,15;INR
ACC07218;William Caldwell;Savings;Phoenix;Debit;4199,84;82364,77;JPY
ACC07219;Andrew Ross;Fixed Deposit;Los Angeles;Debit;3399,8;61138,69;INR
ACC07220;Christopher Williamson;Recurring Deposit;San Antonio;Debit;1831,87;51387,48;INR
ACC07221;Susan Kelly;Savings;New York;Debit;1478,84;92288,41;EUR
ACC07222;Renee Friedman;Recurring Deposit;Phoenix;Debit;258,34;59451,18;USD
ACC07223;Christopher Brown DDS;Savings;Los Angeles;Debit;2939,6;89920,75;JPY
ACC07224;Manuel Johnson;Current;Chicago;Debit;1547,77;3644,74;EUR
ACC07225;Amber Thomas;Fixed Deposit;Houston;Debit;1414,47;5351,15;USD
ACC07226;Craig Nelson;Current;Los Angeles;Debit;2723,05;57130,36;EUR
ACC07227;Craig Harris;Fixed Deposit;Chicago;Credit;3597,72;82536,16;JPY
ACC07228;Ethan Adams;Recurring Deposit;New York;Credit;1801,85;43347,31;EUR
ACC07229;Jennifer Murray;Savings;San Diego;Credit;2207,13;95730,11;GBP
ACC07230;Alexandra Mcdowell;Recurring Deposit;Philadelphia;Debit;1327,36;77314,84;EUR
ACC07231;Christopher Patel;Recurring Deposit;San Antonio;Debit;503,94;34372,75;EUR
ACC07232;Shannon Berry;Current;Philadelphia;Debit;1023,94;71565,39;GBP
ACC07233;Eric Ferguson;Current;Phoenix;Debit;3239,16;9331,04;USD
ACC07234;Marie Miller;Savings;San Antonio;Debit;1824,11;59448,45;EUR
ACC07235;Ashley Morris;Recurring Deposit;Phoenix;Credit;1320,7;88494,94;EUR
ACC07236;Richard Fuentes;Recurring Deposit;Houston;Credit;3108,62;23359,82;INR
ACC07237;Alicia Myers;Current;New York;Credit;754,89;28611,09;INR
ACC07238;Natalie Martin;Savings;Phoenix;Credit;3213,79;51442,54;EUR
ACC07239;Eric Mitchell;Current;Houston;Debit;1905,69;57078,63;JPY
ACC07240;David Bell;Recurring Deposit;San Diego;Credit;3429,03;77112,83;INR
ACC07241;Shannon Ingram;Fixed Deposit;Philadelphia;Credit;4604,42;38337,08;EUR
ACC07242;Heather Kelly PhD;Recurring Deposit;Los Angeles;Credit;2808,84;18361,16;USD
ACC07243;Victoria Reynolds;Savings;San Diego;Credit;4175,85;78342,53;GBP
ACC07244;Ian Little;Fixed Deposit;New York;Debit;3797,19;86019,13;EUR
ACC07245;Thomas Sloan;Fixed Deposit;Houston;Debit;3538,81;39467,94;JPY
ACC07246;Sarah Cervantes;Recurring Deposit;Houston;Credit;576,61;43164,71;INR
ACC07247;Brittany Curtis;Current;Chicago;Debit;3731,51;40885,75;JPY
ACC07248;Terri Clark;Current;Phoenix;Debit;2592,03;45234,32;INR
ACC07249;Kelly Snow;Fixed Deposit;Los Angeles;Debit;3711,4;28919,15;EUR
ACC07250;Cynthia Williams;Fixed Deposit;San Diego;Credit;4356,28;56951,25;GBP
ACC07251;Sandra Evans;Current;Philadelphia;Debit;639,13;36420,36;JPY
ACC07252;Shannon Ho;Recurring Deposit;San Diego;Credit;1954,56;41839,69;GBP
ACC07253;Michelle James;Current;Phoenix;Debit;3145,37;63554,6;EUR
ACC07254;Tracey Hall;Current;San Diego;Credit;1357,21;3085,76;INR
ACC07255;Timothy Duke;Savings;Los Angeles;Debit;2407,93;93389,55;EUR
ACC07256;Larry Murphy;Fixed Deposit;Phoenix;Credit;1892,93;96974,02;EUR
ACC07257;Megan Walker;Current;Philadelphia;Credit;1373,85;66295,45;JPY
ACC07258;William Gould;Recurring Deposit;New York;Debit;4313,81;1578,67;EUR
ACC07259;Robert Garcia;Savings;New York;Credit;3615,72;11354,34;GBP
ACC07260;John Marks;Savings;Chicago;Debit;4021,04;70633,97;EUR
ACC07261;Alyssa Haynes;Current;San Diego;Debit;88,96;96742,57;USD
ACC07262;Jeremy Foster;Current;San Diego;Credit;351,18;88274,9;GBP
ACC07263;Eric Collins;Savings;Los Angeles;Credit;3976,91;92392,05;INR
ACC07264;William Wolf DDS;Recurring Deposit;Philadelphia;Credit;3017,27;96453,54;JPY
ACC07265;Todd Griffin;Fixed Deposit;New York;Debit;601,98;66227,93;USD
ACC07266;Patrick Gay;Current;Philadelphia;Credit;1574,12;46088,84;JPY
ACC07267;Jessica Spencer;Fixed Deposit;New York;Debit;3333,3;28941,58;EUR
ACC07268;Nicole Lopez;Fixed Deposit;San Antonio;Credit;706,78;3944,94;GBP
ACC07269;Valerie Ferguson;Fixed Deposit;New York;Credit;666,74;52782,25;INR
ACC07270;Laura Zimmerman;Recurring Deposit;Houston;Credit;4479,43;44350,79;JPY
ACC07271;Shelly Allen;Savings;Chicago;Credit;3665,8;28954,55;EUR
ACC07272;Brandon Arias;Current;Philadelphia;Credit;4745,97;60078,52;INR
ACC07273;Laura Black;Savings;Chicago;Credit;4626,48;50513;JPY
ACC07274;Taylor Lewis;Savings;New York;Credit;4172,87;88501,77;GBP
ACC07275;Tony Hines;Savings;New York;Debit;915,7;67370,81;GBP
ACC07276;Sheila Smith;Fixed Deposit;San Antonio;Debit;4832,92;27484,17;JPY
ACC07277;Brenda Barrett;Fixed Deposit;New York;Debit;3779,62;10453,47;EUR
ACC07278;Charles Lawrence;Recurring Deposit;Houston;Credit;4290,4;40623,19;EUR
ACC07279;Keith Hubbard;Current;Chicago;Debit;3357,5;23512,64;USD
ACC07280;Zachary Harper;Fixed Deposit;Houston;Credit;3461,46;74602,19;EUR
ACC07281;Emma Morales;Fixed Deposit;Chicago;Debit;612,3;29717,34;EUR
ACC07282;Anne Johnson DDS;Recurring Deposit;San Diego;Debit;4432,36;54267,42;JPY
ACC07283;Caitlin Mejia;Recurring Deposit;Chicago;Credit;2169,63;69923,26;USD
ACC07284;Kenneth King;Fixed Deposit;Phoenix;Credit;2353,89;63332,09;USD
ACC07285;Juan Sanchez;Fixed Deposit;New York;Credit;4350,37;48408,8;GBP
ACC07286;Tina Mueller;Savings;Los Angeles;Credit;1992,22;38315,68;USD
ACC07287;Cassidy Jones;Fixed Deposit;Houston;Credit;3194,43;96145,88;EUR
ACC07288;Norma Chen;Savings;Houston;Debit;4433,25;4640,12;GBP
ACC07289;Brian Lewis;Recurring Deposit;New York;Credit;731,99;36803,03;JPY
ACC07290;Gregory Hatfield;Savings;Houston;Debit;968,89;57458,3;GBP
ACC07291;Jose Meyers;Current;Phoenix;Credit;4118,46;46836,41;JPY
ACC07292;Lisa Harris;Current;San Diego;Debit;1941,56;99443,27;JPY
ACC07293;Michele Smith;Savings;New York;Credit;1885,22;69842,69;GBP
ACC07294;Danielle Garcia;Current;Chicago;Credit;4863,92;6512,39;JPY
ACC07295;Benjamin Foley;Current;Houston;Credit;2548,2;4523,55;GBP
ACC07296;Maria Taylor;Recurring Deposit;Los Angeles;Credit;2217,49;60447,68;GBP
ACC07297;Hannah Roberson;Current;Phoenix;Credit;3969,65;63673,79;USD
ACC07298;Brenda Flores;Recurring Deposit;Houston;Debit;3190,26;98133,7;INR
ACC07299;Tina Cooper;Fixed Deposit;New York;Credit;176,14;93154,1;JPY
ACC07300;Leslie Hernandez;Savings;Chicago;Credit;1915,14;96057,34;USD
ACC07301;Raymond Everett PhD;Current;New York;Credit;4328,33;39224,05;GBP
ACC07302;Tanner Jones;Savings;Houston;Credit;4561,55;69067,57;GBP
ACC07303;Joshua Archer;Recurring Deposit;Houston;Credit;1218,46;99182,61;EUR
ACC07304;Marcus Duarte;Recurring Deposit;San Antonio;Debit;4100,72;22577,24;JPY
ACC07305;Sarah Harper;Savings;Los Angeles;Credit;2637,07;62272,96;USD
ACC07306;Douglas Jimenez;Savings;Philadelphia;Debit;485,87;85377,97;JPY
ACC07307;Christopher Sanders;Current;Phoenix;Debit;1776,77;59953,7;JPY
ACC07308;Steven Allen;Fixed Deposit;Philadelphia;Credit;3058,74;75686,38;EUR
ACC07309;Andrea Morris;Savings;Philadelphia;Credit;2447,61;79873,63;GBP
ACC07310;Rachel Grant;Fixed Deposit;Los Angeles;Debit;4064,1;42411,83;USD
ACC07311;Daniel Smith;Current;San Antonio;Debit;2653,06;43404,04;GBP
ACC07312;Kimberly Welch;Recurring Deposit;Los Angeles;Credit;4715,5;62257,25;INR
ACC07313;Tony Horne;Fixed Deposit;Phoenix;Credit;2522,84;18676,6;GBP
ACC07314;Kevin Delacruz;Current;New York;Credit;2414,89;6829,17;JPY
ACC07315;Brittany Carter;Recurring Deposit;New York;Credit;1721,39;94264,89;GBP
ACC07316;Taylor Jackson;Fixed Deposit;Houston;Credit;4448,85;4509,98;USD
ACC07317;Brandon Wright;Recurring Deposit;San Antonio;Debit;3368,36;81916,12;GBP
ACC07318;Anna Edwards;Savings;Phoenix;Credit;4052,52;13786,96;EUR
ACC07319;Megan Foster;Fixed Deposit;San Antonio;Credit;2430,94;82757,49;EUR
ACC07320;Wesley Baxter;Recurring Deposit;Phoenix;Credit;783,61;42960,85;JPY
ACC07321;James Carlson;Savings;New York;Credit;4072,57;80081,87;GBP
ACC07322;Lindsey Arroyo;Fixed Deposit;Phoenix;Debit;4885,79;16351,57;USD
ACC07323;Tonya Roberts;Current;San Antonio;Debit;4577,13;89438,77;INR
ACC07324;Tracy Branch;Current;New York;Credit;3018,97;22569,2;GBP
ACC07325;Nathan Goodwin;Fixed Deposit;San Diego;Debit;2744,66;94124,06;GBP
ACC07326;Kimberly Brown;Recurring Deposit;Houston;Credit;83,28;31419,74;USD
ACC07327;Jeffrey Booker;Recurring Deposit;Philadelphia;Credit;2055,25;90529,34;INR
ACC07328;Debra Brennan;Savings;Philadelphia;Credit;2389,2;16179,62;GBP
ACC07329;Elizabeth Soto;Current;San Diego;Credit;1164,54;6451,48;GBP
ACC07330;Jeffrey Johnson;Fixed Deposit;Philadelphia;Credit;2046,56;9769,2;EUR
ACC07331;Paul Brown;Savings;Chicago;Debit;428,72;38903,47;JPY
ACC07332;Kyle Smith;Savings;San Antonio;Credit;1541,31;23840,29;GBP
ACC07333;Jeffery Wilkinson;Fixed Deposit;San Antonio;Credit;4263,41;44663,63;JPY
ACC07334;Troy Moore;Fixed Deposit;Los Angeles;Credit;3331,68;78862,49;INR
ACC07335;Margaret Ross;Recurring Deposit;Philadelphia;Credit;1957,78;97580,92;JPY
ACC07336;Jim Simmons;Current;Philadelphia;Debit;4961,41;8032,97;GBP
ACC07337;Harold Barry;Recurring Deposit;Philadelphia;Debit;1839,16;34061,55;USD
ACC07338;Alison Cook;Savings;Chicago;Credit;1484,95;48270,14;INR
ACC07339;Todd Hooper;Savings;San Antonio;Debit;4508,13;96236,31;USD
ACC07340;Leroy Escobar;Fixed Deposit;New York;Credit;38,56;94618,17;EUR
ACC07341;Tara Rosales;Fixed Deposit;Chicago;Credit;229,09;58928,21;INR
ACC07342;Beth Knox;Fixed Deposit;Houston;Debit;1271,51;22999,26;JPY
ACC07343;Lisa Bennett;Savings;Phoenix;Credit;1819,89;39141,76;GBP
ACC07344;Raymond Gibson;Fixed Deposit;Chicago;Debit;98,97;42365,3;USD
ACC07345;Todd Blake;Savings;San Diego;Debit;3401,83;56796,28;JPY
ACC07346;Anna Jackson;Recurring Deposit;New York;Debit;3757,82;67805,73;EUR
ACC07347;Jasmine Andrews;Current;Phoenix;Credit;2597,6;95573,88;USD
ACC07348;Richard Rowe;Fixed Deposit;Philadelphia;Debit;4612,59;52727,78;GBP
ACC07349;Ronnie Gonzalez;Savings;Philadelphia;Debit;3176,64;79632,81;GBP
ACC07350;Carol Dixon;Fixed Deposit;Chicago;Debit;4754,06;69360,56;USD
ACC07351;Douglas Buck;Savings;Philadelphia;Credit;500,44;78037,17;EUR
ACC07352;Jose Rogers II;Current;Houston;Credit;256,16;65060,35;GBP
ACC07353;Laura Allen;Savings;San Diego;Debit;723,24;81994,73;USD
ACC07354;Victoria Walter;Recurring Deposit;New York;Debit;4531,36;8781,54;GBP
ACC07355;Mary Bauer;Current;Los Angeles;Credit;4834,23;39996,12;JPY
ACC07356;Scott Miller;Recurring Deposit;Houston;Debit;631,44;27189,05;JPY
ACC07357;Taylor Rocha;Recurring Deposit;Houston;Credit;865,22;52757,02;JPY
ACC07358;Mary Sanders;Current;San Antonio;Debit;2440,74;96020,75;EUR
ACC07359;Cindy Simmons;Current;Phoenix;Credit;1752,5;62161,85;GBP
ACC07360;Jennifer Smith;Recurring Deposit;Chicago;Debit;1661,43;38152,73;EUR
ACC07361;Sean Richardson;Savings;Los Angeles;Credit;4677,03;7196,72;EUR
ACC07362;James Weiss II;Savings;Phoenix;Credit;4649,8;89454,8;INR
ACC07363;Victoria Marks;Savings;San Diego;Debit;131,06;51156,23;GBP
ACC07364;Justin Merritt;Fixed Deposit;San Antonio;Credit;3951,72;36677,69;EUR
ACC07365;Melanie Mooney;Current;Phoenix;Debit;2117,53;16130,93;JPY
ACC07366;Elizabeth Hill;Current;Houston;Debit;3765,37;42477,77;EUR
ACC07367;Ricky Miller;Savings;Chicago;Debit;1463,83;18679,53;EUR
ACC07368;Dawn Nash;Savings;Phoenix;Credit;3160,4;2038,99;USD
ACC07369;Matthew Lee;Current;San Antonio;Debit;866,11;71640,81;GBP
ACC07370;Hayley Flores;Savings;San Antonio;Credit;897,91;80386,43;USD
ACC07371;Angela Christensen;Current;Phoenix;Debit;3063,06;29437,74;INR
ACC07372;William Haney;Current;Los Angeles;Credit;1530,91;22168,16;INR
ACC07373;Barry Ferguson;Recurring Deposit;Houston;Debit;1885,46;69114;GBP
ACC07374;Matthew Chung;Fixed Deposit;Chicago;Credit;3871,57;46248;GBP
ACC07375;Clarence Phillips;Savings;Los Angeles;Credit;3198,63;56449,34;USD
ACC07376;Philip Dixon;Fixed Deposit;Phoenix;Credit;2895,92;20686,31;GBP
ACC07377;Caroline Hensley;Savings;Chicago;Credit;2936,23;31537,16;USD
ACC07378;Natalie Ward;Recurring Deposit;Phoenix;Debit;3831,19;32519,66;USD
ACC07379;Regina Hale;Current;New York;Credit;4877,69;41161,18;GBP
ACC07380;Marie Patton;Recurring Deposit;Phoenix;Debit;4716,18;60317,82;GBP
ACC07381;Angela Bishop;Fixed Deposit;Los Angeles;Debit;4174,55;61964,27;EUR
ACC07382;George Greene;Current;Philadelphia;Credit;3477,29;48210,97;USD
ACC07383;Shannon Reynolds;Recurring Deposit;Los Angeles;Credit;147,78;18144,77;USD
ACC07384;Bobby Wong;Fixed Deposit;Houston;Credit;1306,98;31257,64;GBP
ACC07385;Michael Fuller;Current;Philadelphia;Debit;4881,89;99777,2;JPY
ACC07386;Melissa Martinez DDS;Fixed Deposit;Phoenix;Credit;3230,71;80594,6;GBP
ACC07387;Kendra Le;Recurring Deposit;San Antonio;Debit;2411,2;42723,34;USD
ACC07388;Larry Pierce MD;Savings;San Antonio;Debit;3226,87;82085,84;GBP
ACC07389;Jessica Walters DVM;Savings;Houston;Credit;4765,45;30991,11;EUR
ACC07390;Tina Martinez;Current;Philadelphia;Credit;1221,01;99284,88;INR
ACC07391;Stephanie Roberts;Current;Chicago;Debit;2572,62;14132,87;EUR
ACC07392;Martin Hood PhD;Recurring Deposit;San Diego;Debit;79,61;47508,73;EUR
ACC07393;Catherine Sheppard;Savings;New York;Credit;2951,33;46108,98;EUR
ACC07394;Shannon Martinez;Recurring Deposit;San Diego;Credit;4855,93;51791,41;INR
ACC07395;Nicholas Sullivan;Fixed Deposit;San Diego;Debit;1782,17;8663,19;GBP
ACC07396;Maureen Anderson;Recurring Deposit;New York;Credit;4640,93;71417,65;JPY
ACC07397;Mallory Reyes;Savings;New York;Credit;1886,67;22205,42;GBP
ACC07398;Emily Roberson;Recurring Deposit;San Diego;Debit;4173,24;38531,68;GBP
ACC07399;Terry Barnes;Savings;San Antonio;Credit;132,3;42999,26;USD
ACC07400;Krista Paul;Recurring Deposit;Los Angeles;Credit;4758,36;57862,52;INR
ACC07401;Edward Campbell;Recurring Deposit;New York;Credit;1554,63;68465,93;USD
ACC07402;Patricia Smith;Recurring Deposit;Chicago;Debit;2268,78;9970,08;GBP
ACC07403;Derrick Stone;Recurring Deposit;San Diego;Credit;2908,63;55817,72;JPY
ACC07404;Sherry Hughes;Recurring Deposit;Phoenix;Credit;185,11;77855,34;INR
ACC07405;Christine Jones;Fixed Deposit;Chicago;Debit;1019,75;52464,91;INR
ACC07406;Sonya Reyes;Recurring Deposit;Phoenix;Debit;2025,5;72954,09;GBP
ACC07407;Angela Sullivan;Recurring Deposit;Los Angeles;Credit;1504,7;27973,97;EUR
ACC07408;Connie Stuart;Current;San Diego;Credit;954,06;33241,1;INR
ACC07409;Jose Parks;Recurring Deposit;Philadelphia;Credit;3012,17;20023,95;JPY
ACC07410;Cynthia Porter;Recurring Deposit;San Diego;Debit;2316,69;21037,29;USD
ACC07411;John Harris;Fixed Deposit;Philadelphia;Debit;897,54;1212,88;INR
ACC07412;Anna Harris;Savings;Chicago;Credit;1498,44;56993,28;GBP
ACC07413;Jonathan Christian;Savings;San Diego;Credit;798,97;85747,28;EUR
ACC07414;Brenda Curtis;Fixed Deposit;Philadelphia;Debit;905,62;39582,76;JPY
ACC07415;Anna Hall;Recurring Deposit;San Diego;Credit;3059,8;10801,33;JPY
ACC07416;Henry Booth;Recurring Deposit;Philadelphia;Debit;1571,2;27400,54;EUR
ACC07417;James Chapman;Fixed Deposit;Los Angeles;Credit;4713,3;66829,41;JPY
ACC07418;Faith Moss;Savings;Philadelphia;Credit;4899,88;19611,13;INR
ACC07419;Jennifer Martin;Fixed Deposit;Philadelphia;Credit;932,49;86733,53;EUR
ACC07420;Haley Griffin;Fixed Deposit;San Antonio;Credit;2751,09;45420,96;EUR
ACC07421;Holly George;Recurring Deposit;Houston;Credit;4445,13;17684,98;USD
ACC07422;Angel Joseph;Savings;New York;Credit;3518,95;63978,71;GBP
ACC07423;Patricia Morales;Fixed Deposit;Chicago;Credit;2943,27;61980,38;GBP
ACC07424;Travis Lee;Savings;New York;Debit;4884,35;61005,01;INR
ACC07425;Susan Keller;Savings;Philadelphia;Debit;3046,49;70542,09;GBP
ACC07426;Jeffrey Ayala;Current;New York;Credit;192,69;85434,12;JPY
ACC07427;Luke Cox;Savings;Phoenix;Debit;1369,05;16743,91;JPY
ACC07428;Michael Nielsen;Current;San Diego;Credit;579,85;49725,74;EUR
ACC07429;John Harris;Fixed Deposit;Los Angeles;Debit;4818,42;85409,02;GBP
ACC07430;Jonathan Crosby;Savings;Philadelphia;Credit;786,62;28619,09;JPY
ACC07431;Peter Washington;Recurring Deposit;Phoenix;Credit;4145,02;68232,61;USD
ACC07432;Kimberly Rollins;Recurring Deposit;Houston;Debit;4866,98;27223,81;USD
ACC07433;Janet Roberts;Recurring Deposit;New York;Debit;4623,17;4122,36;USD
ACC07434;Nancy Monroe;Savings;Los Angeles;Credit;1777,23;22201,61;EUR
ACC07435;Andres Campbell;Recurring Deposit;Los Angeles;Debit;1130,08;72006,24;EUR
ACC07436;Jeffrey Baird;Recurring Deposit;New York;Debit;4622,62;43925,58;JPY
ACC07437;Dana Fitzpatrick;Recurring Deposit;Phoenix;Debit;2324,35;21462,58;INR
ACC07438;Nathan Conner;Current;San Antonio;Debit;4182,81;28241,64;USD
ACC07439;Nancy Neal;Fixed Deposit;Phoenix;Debit;4104,46;70245,08;INR
ACC07440;Renee Goodman;Savings;Los Angeles;Credit;1863,69;95204,76;JPY
ACC07441;Christopher Wang;Fixed Deposit;New York;Debit;1210,22;82036,33;EUR
ACC07442;Nancy Flores;Fixed Deposit;San Diego;Credit;2420,9;43347,82;GBP
ACC07443;Richard Lee;Current;Houston;Credit;4291,71;65932,33;JPY
ACC07444;Robert Hickman;Recurring Deposit;Los Angeles;Debit;3829,04;22987,22;USD
ACC07445;John Hogan;Fixed Deposit;New York;Credit;3229,28;4341,65;JPY
ACC07446;Grant Sweeney;Current;New York;Debit;2946,85;66385,47;USD
ACC07447;Jesus Schultz;Recurring Deposit;San Diego;Credit;3939,28;7225,42;JPY
ACC07448;Janice Kirby;Current;Los Angeles;Credit;4985,91;78492,81;INR
ACC07449;Kenneth Williams;Savings;Phoenix;Debit;3803,36;33988,89;INR
ACC07450;Rhonda Roberts;Recurring Deposit;Los Angeles;Debit;2464,73;33342,86;USD
ACC07451;Kathryn Acosta;Recurring Deposit;Los Angeles;Debit;218,21;339,18;EUR
ACC07452;Juan Escobar;Savings;San Diego;Debit;4396,75;93228,05;USD
ACC07453;Samuel Logan;Current;San Antonio;Debit;3648,45;77716,9;INR
ACC07454;Devon Paul;Current;New York;Credit;360,76;94908,04;JPY
ACC07455;Oscar Berry;Savings;San Antonio;Debit;1582,03;70170,79;INR
ACC07456;Emily Wallace;Current;San Diego;Credit;3054,32;63068,56;EUR
ACC07457;Joel Baker;Fixed Deposit;New York;Credit;1231,41;59555,65;USD
ACC07458;Mandy Robinson;Current;Houston;Credit;1376,92;49637,93;JPY
ACC07459;Lindsey Padilla;Current;San Diego;Credit;4778,78;44737,81;USD
ACC07460;Matthew Rhodes;Savings;San Diego;Credit;3863,95;12851,81;USD
ACC07461;Heather Cook;Savings;New York;Credit;3693,89;23482,31;GBP
ACC07462;Kelly Ellis;Fixed Deposit;Los Angeles;Credit;4912,53;47945,2;GBP
ACC07463;Rachel Fitzgerald;Fixed Deposit;Houston;Credit;4495,04;58727,92;EUR
ACC07464;Holly Mckinney;Recurring Deposit;Los Angeles;Debit;4424,95;66532,19;INR
ACC07465;James Winters;Fixed Deposit;Philadelphia;Debit;2693,55;86611,22;USD
ACC07466;Carrie Reynolds;Fixed Deposit;Chicago;Debit;1558,93;3013,93;EUR
ACC07467;Nicholas Adams;Recurring Deposit;Los Angeles;Credit;1729,76;60902,08;USD
ACC07468;Jeffrey Livingston;Recurring Deposit;Phoenix;Credit;4546,42;29041,16;GBP
ACC07469;Juan Carroll;Savings;Philadelphia;Credit;2842,02;49694,23;USD
ACC07470;Christopher Norton;Recurring Deposit;Los Angeles;Debit;3256,5;93037,62;USD
ACC07471;Kenneth Ewing;Savings;Houston;Credit;3198,6;74435,81;EUR
ACC07472;Joseph Mckee;Fixed Deposit;Philadelphia;Credit;1981,34;16392,46;USD
ACC07473;Jo Wilson;Savings;San Diego;Debit;1612,59;53211,65;INR
ACC07474;Bruce Rivera;Recurring Deposit;New York;Debit;447,04;69771,14;USD
ACC07475;Debra Ellis;Savings;Los Angeles;Credit;817,68;67976,55;GBP
ACC07476;April Massey;Savings;Chicago;Debit;1444,11;82694,56;EUR
ACC07477;Mackenzie Norton;Savings;Houston;Debit;4703,24;22153,23;INR
ACC07478;Todd Jenkins;Fixed Deposit;Los Angeles;Credit;3792,27;26528,44;USD
ACC07479;Donna Cannon;Fixed Deposit;San Antonio;Debit;1067,78;99695,37;GBP
ACC07480;Glenda Snyder;Fixed Deposit;Phoenix;Credit;3184,02;80999,09;EUR
ACC07481;Michelle Calhoun;Fixed Deposit;Chicago;Credit;2732,84;40075,81;INR
ACC07482;Jean Richardson;Recurring Deposit;Los Angeles;Debit;2532,36;38011,55;JPY
ACC07483;Shari Hutchinson;Fixed Deposit;San Antonio;Debit;1393,7;71004,26;USD
ACC07484;Shelly Lewis;Current;San Diego;Debit;2987,23;16805,29;USD
ACC07485;Tom King;Current;Los Angeles;Credit;2383,53;66412,26;INR
ACC07486;Kendra Marshall;Recurring Deposit;New York;Debit;2968,9;82059,19;JPY
ACC07487;Nicole Baird;Fixed Deposit;Houston;Debit;2466,67;93124,46;INR
ACC07488;Thomas Huff;Savings;San Antonio;Debit;2303,02;53461,3;USD
ACC07489;Carl Baker;Savings;San Antonio;Debit;967,59;99591,5;GBP
ACC07490;Craig Fields;Fixed Deposit;New York;Credit;4177,43;95218,75;INR
ACC07491;Anthony Sanchez;Recurring Deposit;Los Angeles;Debit;715,72;82077,04;INR
ACC07492;Debra Frost;Savings;Los Angeles;Credit;387,66;97390,4;USD
ACC07493;William Morris;Current;Los Angeles;Debit;1228,65;26117,4;JPY
ACC07494;Mr. Joshua Osborne;Current;Phoenix;Debit;10,97;77865,96;USD
ACC07495;Anthony Fritz;Current;Houston;Credit;3673,09;51406,96;JPY
ACC07496;Sandra Snyder;Recurring Deposit;Los Angeles;Debit;3892,63;33128,33;GBP
ACC07497;Juan Cabrera;Recurring Deposit;Chicago;Credit;1977,52;70941,32;EUR
ACC07498;Ian Washington;Fixed Deposit;New York;Debit;365,86;73622,93;USD
ACC07499;Ronnie Cooper;Recurring Deposit;Philadelphia;Credit;255,02;27124,57;JPY
ACC07500;Joshua Mcdaniel;Current;New York;Debit;3546,6;26028,64;EUR
ACC07501;Edward Farmer;Current;Phoenix;Credit;4549,45;83538,77;EUR
ACC07502;Timothy Hurst;Recurring Deposit;San Diego;Debit;3726,31;68473,92;USD
ACC07503;Sarah Brown;Recurring Deposit;Phoenix;Credit;2281,07;19920,29;USD
ACC07504;Tonya Manning;Savings;Chicago;Credit;3650,07;77586,5;EUR
ACC07505;Jason Kim;Savings;Philadelphia;Debit;4733,31;28185,77;EUR
ACC07506;Keith Black;Savings;Phoenix;Credit;4357,25;46430,36;INR
ACC07507;Brenda Dennis;Savings;Chicago;Debit;2530,74;68280,75;JPY
ACC07508;Rachel Peterson;Recurring Deposit;San Diego;Debit;662,71;10256,43;USD
ACC07509;Charles Gray;Current;Houston;Debit;1650,25;32868,46;EUR
ACC07510;Kevin Farley;Savings;San Antonio;Credit;4911,64;46664,59;USD
ACC07511;Tracy Andersen;Recurring Deposit;Chicago;Debit;3473,66;41514,92;USD
ACC07512;Scott Gonzalez;Recurring Deposit;San Diego;Debit;4833,49;37801,6;EUR
ACC07513;Jennifer Jones;Current;Phoenix;Debit;1231,16;90212;EUR
ACC07514;Megan Ford;Savings;San Diego;Credit;1233,33;25552,82;INR
ACC07515;Ashlee Rivers;Savings;Chicago;Debit;3801,18;55620,5;INR
ACC07516;Vanessa Johnson;Savings;Houston;Debit;4775,53;16266,28;GBP
ACC07517;Keith Powell;Savings;San Diego;Debit;1031,89;49253,76;JPY
ACC07518;Heather Walker;Savings;Philadelphia;Debit;2979,61;23618,48;INR
ACC07519;Stephen Miller;Current;Philadelphia;Credit;1014,95;62931,47;JPY
ACC07520;Zachary Sanders;Current;Chicago;Credit;665,56;96017,34;USD
ACC07521;Jared Ferrell;Recurring Deposit;San Antonio;Credit;3960,98;29495,85;JPY
ACC07522;Cindy Thompson;Current;Phoenix;Debit;3625,7;37887,77;GBP
ACC07523;Emily Murphy;Fixed Deposit;Los Angeles;Debit;2734,5;72917,07;USD
ACC07524;Steve House;Fixed Deposit;Philadelphia;Debit;2189,42;40009,03;JPY
ACC07525;Edwin Campbell;Fixed Deposit;Los Angeles;Credit;911,14;61777,78;GBP
ACC07526;Edward Smith;Recurring Deposit;Houston;Credit;3394,78;52429,04;INR
ACC07527;John Whitney;Fixed Deposit;Philadelphia;Credit;297,06;69684,97;INR
ACC07528;Amber Carter;Fixed Deposit;San Antonio;Credit;2545,4;37632,41;JPY
